Student_ID,CGPA,SSC_Marks,HSC_Marks,Internship_Count,Internship_Duration_Months,Projects,Workshops_Certifications,Extracurricular_Activities,Active_Backlogs,Placement_Training,Placement_Status
STU09038,8.58,92.18,67.45,0,0,1,2,2,2,Yes,1
STU09039,5.86,51.4,41.86,2,6,5,0,2,0,No,0
STU09040,6.35,61.34,46.88,1,2,2,1,2,0,No,0
STU09041,7.65,77.81,70.44,1,1,3,2,1,2,No,0
STU09042,8.42,87.9,83.64,1,2,3,2,1,0,Yes,0
STU09043,5.67,48.65,53.84,3,9,8,2,4,0,Yes,0
STU09044,6.41,57.58,51.82,0,0,1,2,4,0,Yes,0
STU09045,7.11,69.09,63.87,2,4,7,2,1,0,No,0
STU09046,6.79,66.86,60.71,0,0,1,1,5,0,Yes,1
STU09047,7.98,83.95,73.52,2,5,3,2,1,0,No,1
STU09048,10.0,100.0,89.4,2,4,5,1,2,0,No,1
STU09049,7.48,85.22,74.83,2,6,4,3,2,0,Yes,1
STU09050,6.15,44.81,36.16,0,0,0,1,2,1,Yes,0
STU09051,5.51,48.68,50.37,0,0,2,2,4,0,No,0
STU09052,6.63,59.47,59.67,2,4,3,2,1,0,Yes,0
STU09053,5.92,60.63,51.5,1,2,0,1,2,0,No,0
STU09054,7.54,74.05,80.02,1,2,2,0,2,0,Yes,1
STU09055,7.52,78.44,61.94,1,2,1,4,4,0,Yes,0
STU09056,6.47,45.52,49.01,0,0,2,1,1,0,No,0
STU09057,9.28,79.84,85.5,1,1,0,0,2,0,No,0
STU09058,6.15,68.03,38.55,1,1,2,0,1,1,No,0
STU09059,6.86,65.92,61.35,3,9,6,3,3,0,Yes,1
STU09060,7.74,72.58,80.65,1,2,2,2,1,0,Yes,1
STU09061,8.03,83.23,81.15,3,6,3,2,2,0,Yes,1
STU09062,8.47,79.12,82.92,0,0,2,3,1,2,Yes,0
STU09063,7.49,73.61,70.92,1,2,3,2,3,0,Yes,1
STU09064,8.21,74.65,77.8,2,4,6,4,2,0,No,1
STU09065,6.24,51.71,50.53,1,1,4,0,1,0,Yes,1
STU09066,8.06,79.54,80.41,1,3,4,3,4,0,Yes,1
STU09067,8.04,88.65,69.62,0,0,1,1,3,0,No,0
STU09068,8.74,89.78,92.78,0,0,3,0,4,1,Yes,1
STU09069,5.08,51.02,39.76,1,2,3,1,2,0,Yes,0
STU09070,5.96,53.13,53.63,1,1,2,2,5,0,Yes,1
STU09071,7.95,85.93,78.47,2,4,2,7,1,0,Yes,1
STU09072,4.0,39.88,35.2,2,5,2,5,0,1,Yes,0
STU09073,7.57,71.94,81.09,1,2,4,5,3,0,Yes,1
STU09074,8.22,85.91,86.95,1,2,4,3,2,0,No,1
STU09075,6.34,56.07,45.32,1,1,1,1,1,0,No,0
STU09076,6.51,60.06,56.7,1,3,6,3,0,0,Yes,1
STU09077,5.76,50.49,49.72,1,2,1,2,1,0,Yes,0
STU09078,6.4,66.2,43.25,1,3,2,4,1,0,Yes,1
STU09079,6.43,66.91,43.35,0,0,0,2,3,0,No,1
STU09080,6.21,52.43,48.18,3,9,4,0,1,0,No,1
STU09081,6.15,44.88,44.56,0,0,1,2,3,0,No,0
STU09082,6.69,58.51,53.52,0,0,1,0,1,0,Yes,1
STU09083,6.67,57.23,51.73,2,5,4,2,5,0,No,1
STU09084,9.16,93.56,84.83,1,1,0,2,4,2,No,1
STU09085,6.55,66.24,52.36,2,6,4,4,1,0,No,1
STU09086,7.4,67.69,77.56,0,0,0,3,3,0,Yes,1
STU09087,6.34,53.2,55.81,1,1,5,4,3,0,Yes,1
STU09088,6.32,48.63,59.27,1,1,2,4,4,0,Yes,0
STU09089,5.04,47.86,35.0,1,1,3,4,2,3,No,0
STU09090,5.19,47.42,40.92,2,3,1,6,1,0,Yes,0
STU09091,5.61,54.97,48.06,1,3,3,3,0,0,No,0
STU09092,7.21,74.12,70.85,1,1,7,3,1,0,Yes,0
STU09093,8.24,87.28,76.74,2,3,6,1,2,0,Yes,1
STU09094,4.95,37.43,40.67,1,1,3,1,3,2,No,0
STU09095,6.37,54.44,52.85,0,0,1,1,2,0,Yes,0
STU09096,5.43,54.69,44.21,0,0,4,2,2,0,Yes,0
STU09097,6.7,59.69,72.91,0,0,1,4,3,1,Yes,0
STU09098,8.24,73.85,82.5,1,2,5,1,3,0,No,1
STU09099,6.49,64.73,57.12,3,6,5,3,3,0,Yes,1
STU09100,6.95,63.55,56.46,1,3,2,3,3,0,Yes,1
STU09101,8.67,93.02,76.23,1,3,3,1,4,0,Yes,1
STU09102,7.53,75.66,71.49,0,0,1,3,4,0,Yes,1
STU09103,6.13,53.48,58.92,1,2,1,2,2,0,No,1
STU09104,7.18,78.85,66.48,1,1,3,3,4,0,Yes,1
STU09105,6.05,46.37,50.25,1,3,3,3,2,0,Yes,0
STU09106,7.48,83.77,67.7,0,0,2,3,1,0,Yes,0
STU09107,7.59,72.8,63.19,1,2,2,2,0,0,No,1
STU09108,5.43,49.97,48.61,1,3,0,1,1,0,No,0
STU09109,7.2,71.99,66.43,0,0,5,1,3,0,No,1
STU09110,6.86,63.1,65.34,1,3,5,1,3,0,No,1
STU09111,7.63,72.53,75.03,0,0,1,1,2,1,No,1
STU09112,7.96,78.87,72.3,0,0,3,1,3,0,Yes,1
STU09113,7.55,70.03,74.47,0,0,0,0,4,1,No,1
STU09114,6.65,74.05,51.53,1,2,0,4,4,2,Yes,1
STU09115,8.07,79.31,80.5,0,0,1,2,3,0,Yes,1
STU09116,6.0,60.62,50.29,0,0,1,3,2,0,Yes,1
STU09117,5.48,55.52,55.6,1,1,1,2,3,0,Yes,0
STU09118,4.0,47.3,36.92,1,2,3,1,2,0,No,1
STU09119,6.92,65.7,55.55,1,1,2,3,2,0,Yes,1
STU09120,6.06,55.45,48.81,1,3,4,2,2,0,Yes,1
STU09121,7.46,78.21,75.43,0,0,0,2,4,2,Yes,0
STU09122,4.73,46.67,35.0,0,0,1,0,3,0,Yes,1
STU09123,6.26,47.32,58.97,1,1,4,1,5,2,Yes,0
STU09124,7.54,65.08,71.74,0,0,2,3,3,0,Yes,1
STU09125,5.82,61.0,42.1,1,1,1,4,1,0,No,0
STU09126,7.47,59.16,69.76,2,4,2,1,3,0,No,1
STU09127,6.36,59.25,50.63,0,0,1,1,3,0,No,0
STU09128,6.96,65.86,56.92,0,0,1,3,3,0,Yes,1
STU09129,7.68,78.93,63.34,2,4,1,1,3,1,No,0
STU09130,8.1,75.52,83.74,1,2,2,0,3,0,No,1
STU09131,7.11,71.66,63.2,3,12,4,1,4,0,Yes,1
STU09132,6.06,55.64,49.06,0,0,2,6,3,0,Yes,0
STU09133,6.47,76.23,61.73,2,5,2,2,3,0,Yes,0
STU09134,7.73,79.32,75.88,2,6,2,1,2,0,No,1
STU09135,5.83,60.14,39.69,3,6,2,4,2,0,Yes,0
STU09136,6.8,55.62,65.65,0,0,0,1,3,2,Yes,0
STU09137,6.56,66.97,66.75,1,3,2,5,1,0,No,1
STU09138,6.88,67.26,65.92,1,1,2,3,1,0,Yes,1
STU09139,5.84,53.79,43.98,1,2,3,2,3,2,No,0
STU09140,4.87,48.14,35.0,0,0,2,4,1,1,No,0
STU09141,7.6,86.96,68.31,1,2,2,1,3,0,No,1
STU09142,8.11,84.0,80.09,0,0,1,3,2,0,Yes,0
STU09143,4.94,41.95,52.21,0,0,1,1,3,2,No,0
STU09144,7.42,70.58,66.72,2,6,8,2,3,0,No,1
STU09145,8.25,88.61,76.82,1,1,0,1,1,0,Yes,0
STU09146,7.69,80.67,81.11,2,4,3,5,1,0,Yes,1
STU09147,6.52,51.15,54.73,0,0,0,2,1,0,Yes,1
STU09148,5.91,55.99,60.19,1,3,3,1,3,0,No,0
STU09149,7.09,62.88,65.49,0,0,0,1,1,0,No,0
STU09150,7.28,74.92,76.3,0,0,4,3,1,0,No,1
STU09151,7.11,64.78,68.91,2,5,7,0,2,0,No,1
STU09152,6.79,62.87,65.8,0,0,0,1,1,0,No,1
STU09153,5.75,48.12,47.33,0,0,2,2,2,0,No,0
STU09154,7.49,84.33,71.54,2,5,4,1,2,0,Yes,1
STU09155,7.54,78.41,75.51,0,0,3,0,4,0,No,0
STU09156,7.23,79.0,73.22,2,5,5,1,2,0,No,1
STU09157,7.13,87.27,70.06,0,0,3,4,3,0,No,1
STU09158,8.93,88.1,74.22,0,0,4,0,1,0,No,1
STU09159,6.28,66.05,55.58,1,2,1,1,1,0,No,0
STU09160,8.47,81.29,78.55,0,0,1,3,3,0,No,1
STU09161,6.16,63.03,49.23,1,1,6,3,2,0,Yes,1
STU09162,8.28,79.14,83.73,2,5,6,2,3,0,No,0
STU09163,8.42,84.98,92.28,0,0,2,0,1,0,No,0
STU09164,6.66,65.68,58.06,1,3,1,1,0,0,No,0
STU09165,8.91,91.92,96.6,0,0,2,0,1,0,Yes,1
STU09166,7.54,68.33,66.38,1,1,2,1,0,1,Yes,1
STU09167,5.99,48.41,58.0,1,3,1,1,3,0,No,1
STU09168,6.57,64.7,60.62,1,3,3,6,2,0,Yes,1
STU09169,8.3,82.03,82.49,0,0,2,2,4,0,Yes,1
STU09170,8.06,73.71,87.39,1,1,3,1,2,2,No,0
STU09171,5.78,51.19,44.8,1,3,4,2,2,0,Yes,0
STU09172,6.84,64.58,69.96,0,0,1,3,0,1,No,0
STU09173,7.23,72.55,67.24,1,1,3,0,5,0,No,0
STU09174,6.42,62.04,52.01,0,0,1,1,3,1,Yes,0
STU09175,9.71,92.36,78.6,0,0,1,1,4,0,No,1
STU09176,7.27,67.41,78.53,0,0,0,0,1,0,No,0
STU09177,6.93,64.2,70.52,0,0,5,1,4,0,No,0
STU09178,8.37,90.3,78.86,0,0,0,0,2,0,No,0
STU09179,6.58,57.92,61.45,0,0,3,4,3,0,Yes,1
STU09180,8.16,80.55,80.68,1,2,3,3,3,0,Yes,0
STU09181,5.08,38.17,42.08,0,0,1,0,2,0,No,0
STU09182,6.48,59.56,62.52,0,0,3,4,1,0,Yes,0
STU09183,8.21,85.42,76.6,1,1,3,1,1,0,No,0
STU09184,8.81,75.44,71.14,1,3,2,1,1,0,No,1
STU09185,6.11,48.52,53.5,0,0,1,0,3,0,No,0
STU09186,5.98,44.99,50.92,2,6,4,2,2,0,Yes,0
STU09187,7.65,82.26,70.97,0,0,1,1,3,0,Yes,0
STU09188,6.28,45.59,48.71,1,3,2,1,2,0,Yes,0
STU09189,6.69,62.36,50.47,2,4,2,1,3,0,Yes,0
STU09190,8.01,85.93,76.45,1,1,0,1,5,0,No,0
STU09191,6.37,59.4,50.03,3,9,7,3,5,0,Yes,1
STU09192,4.74,43.46,48.88,1,1,4,4,2,0,Yes,0
STU09193,5.5,51.59,49.61,0,0,2,1,1,0,No,1
STU09194,7.01,74.27,62.14,0,0,1,0,3,1,No,0
STU09195,4.86,45.72,46.5,2,5,6,2,2,0,Yes,0
STU09196,6.66,48.95,58.74,2,4,5,0,2,3,Yes,1
STU09197,5.4,55.68,44.18,1,1,2,3,5,0,Yes,1
STU09198,8.89,90.07,84.34,0,0,0,1,1,0,No,1
STU09199,9.49,89.11,96.94,1,1,3,0,1,0,No,1
STU09200,5.78,39.73,52.48,0,0,1,6,0,0,Yes,0
STU09201,7.3,70.68,67.67,1,3,1,5,2,0,Yes,0
STU09202,5.9,47.5,55.12,3,11,3,1,1,0,Yes,1
STU09203,6.64,54.87,64.32,0,0,4,0,2,0,No,1
STU09204,9.07,87.53,86.91,1,2,0,1,1,0,Yes,1
STU09205,6.46,56.27,54.51,0,0,1,3,2,0,Yes,0
STU09206,6.67,59.75,57.2,1,3,1,1,1,0,Yes,0
STU09207,5.92,57.36,43.47,1,1,3,1,4,0,Yes,1
STU09208,8.32,85.88,82.42,0,0,5,2,4,0,No,1
STU09209,4.0,42.15,38.46,1,2,2,3,3,0,Yes,0
STU09210,6.49,56.19,54.3,2,4,3,0,1,3,Yes,1
STU09211,6.95,64.29,67.76,2,6,8,2,3,0,Yes,1
STU09212,6.24,55.03,63.64,0,0,2,5,2,0,Yes,0
STU09213,7.99,84.96,80.7,1,3,3,1,2,0,Yes,1
STU09214,8.38,78.58,81.2,0,0,3,3,2,0,Yes,1
STU09215,5.38,57.4,45.54,1,3,2,0,3,0,No,0
STU09216,9.41,92.68,93.0,1,2,3,5,4,0,Yes,1
STU09217,5.36,35.0,47.89,0,0,5,5,1,0,No,1
STU09218,8.48,86.05,83.7,0,0,1,0,1,0,No,1
STU09219,7.17,76.78,69.12,0,0,1,0,3,0,No,0
STU09220,6.42,61.26,47.35,1,1,2,6,1,0,Yes,0
STU09221,6.53,58.01,59.83,2,3,3,3,2,0,Yes,1
STU09222,6.96,66.89,59.01,2,5,2,3,3,0,No,1
STU09223,7.24,72.66,70.96,2,3,4,0,2,0,Yes,1
STU09224,5.94,57.76,45.73,2,6,8,2,1,0,No,0
STU09225,6.73,55.04,64.08,1,1,4,2,1,2,Yes,0
STU09226,6.11,51.36,51.07,2,3,3,2,3,0,No,1
STU09227,5.6,59.99,40.28,0,0,3,2,1,0,No,0
STU09228,6.06,54.54,49.59,1,1,1,1,4,0,Yes,0
STU09229,5.68,59.87,60.94,2,6,5,3,2,0,Yes,1
STU09230,6.52,78.19,43.64,1,3,3,4,2,0,No,1
STU09231,7.5,72.41,73.36,1,3,2,4,1,0,Yes,1
STU09232,7.14,62.87,60.99,1,2,2,0,3,0,No,0
STU09233,9.27,87.29,94.15,2,6,6,2,1,0,Yes,1
STU09234,4.46,52.2,47.5,0,0,1,1,3,0,No,0
STU09235,7.54,83.4,74.08,0,0,3,2,2,0,Yes,0
STU09236,7.01,81.59,70.47,2,3,5,1,1,0,No,1
STU09237,7.94,80.67,79.36,3,6,5,2,1,0,Yes,1
STU09238,7.82,82.49,76.6,1,2,2,4,1,1,Yes,1
STU09239,6.81,60.62,58.29,0,0,0,5,3,0,Yes,0
STU09240,7.2,55.89,65.77,2,6,5,2,1,1,No,1
STU09241,6.14,55.12,49.57,2,6,4,2,1,3,No,0
STU09242,7.71,71.28,75.26,0,0,2,2,3,0,Yes,1
STU09243,4.84,50.17,35.0,1,2,4,4,3,2,Yes,1
STU09244,7.89,69.1,83.57,3,8,4,1,3,0,No,1
STU09245,6.97,62.98,76.1,1,1,1,0,1,0,No,0
STU09246,6.44,60.77,53.57,0,0,2,1,1,0,No,0
STU09247,6.73,65.8,67.61,2,4,6,1,1,0,Yes,0
STU09248,6.82,64.71,61.19,1,1,4,2,2,0,Yes,1
STU09249,8.49,96.81,78.99,2,3,2,3,5,1,No,1
STU09250,10.0,99.31,84.6,1,2,1,2,1,2,No,0
STU09251,8.4,80.85,82.47,1,2,0,2,2,0,Yes,0
STU09252,6.35,67.54,50.56,3,11,8,0,3,0,No,1
STU09253,7.72,88.99,79.05,1,2,1,0,1,0,No,0
STU09254,7.77,78.28,72.91,1,2,1,1,2,0,No,1
STU09255,5.94,53.36,43.65,1,2,1,3,3,0,Yes,1
STU09256,5.55,49.51,46.69,2,3,2,2,5,0,No,1
STU09257,6.93,62.77,59.47,1,1,4,2,2,0,No,0
STU09258,7.93,77.53,75.84,0,0,2,2,4,0,No,0
STU09259,5.15,55.4,44.16,0,0,4,3,3,0,Yes,0
STU09260,6.17,58.33,44.66,1,1,5,0,1,0,No,0
STU09261,7.66,74.3,83.38,0,0,5,3,3,0,No,0
STU09262,7.05,63.11,70.55,2,6,1,3,1,0,Yes,1
STU09263,8.63,81.83,79.6,2,6,2,3,0,1,No,1
STU09264,5.38,47.68,45.55,2,5,1,3,2,0,No,1
STU09265,9.7,95.03,90.36,1,3,1,3,2,0,No,0
STU09266,5.23,42.73,46.15,0,0,2,2,1,0,Yes,1
STU09267,4.67,51.36,54.23,2,6,2,4,2,0,Yes,1
STU09268,6.93,67.94,62.33,0,0,0,2,0,1,No,0
STU09269,5.7,51.72,55.0,1,3,4,4,2,0,Yes,1
STU09270,6.96,73.33,56.17,0,0,1,2,2,0,Yes,0
STU09271,6.92,71.5,56.36,3,9,2,0,1,0,Yes,1
STU09272,6.77,55.81,71.35,1,3,2,0,4,0,Yes,1
STU09273,6.03,47.53,48.44,3,12,4,1,3,2,No,1
STU09274,7.5,74.0,65.37,3,6,7,1,2,0,Yes,1
STU09275,6.64,64.16,58.74,0,0,1,1,2,0,Yes,0
STU09276,8.27,92.13,88.52,1,3,2,2,2,0,Yes,1
STU09277,6.79,64.94,56.97,1,2,2,5,4,0,Yes,1
STU09278,5.89,62.92,49.45,1,3,3,1,4,0,Yes,0
STU09279,5.06,42.87,35.0,1,2,4,1,3,0,No,1
STU09280,6.8,61.51,58.92,0,0,1,2,2,0,No,0
STU09281,5.54,47.91,52.72,1,3,2,0,3,0,No,0
STU09282,5.45,44.21,41.4,1,1,5,2,4,0,Yes,0
STU09283,7.61,83.78,66.19,0,0,0,2,2,1,No,1
STU09284,4.96,35.0,39.06,1,3,2,0,2,0,No,0
STU09285,8.62,83.34,79.7,0,0,2,4,5,0,Yes,1
STU09286,7.18,77.58,72.28,2,4,5,2,3,0,Yes,1
STU09287,6.95,65.19,66.34,0,0,1,3,2,0,Yes,1
STU09288,5.81,58.31,52.31,1,3,1,0,3,0,No,0
STU09289,7.88,93.41,77.39,0,0,1,1,2,0,No,1
STU09290,7.0,68.26,61.06,2,3,6,2,2,3,No,0
STU09291,6.21,63.15,48.47,1,3,2,2,1,0,Yes,1
STU09292,7.23,85.93,71.01,0,0,0,1,1,0,Yes,1
STU09293,5.06,49.56,53.68,0,0,2,0,2,0,No,0
STU09294,5.12,47.09,38.73,1,1,4,0,3,0,No,0
STU09295,5.71,56.43,41.91,3,9,5,2,2,0,Yes,1
STU09296,7.4,81.06,64.14,1,2,4,4,3,0,Yes,1
STU09297,7.0,67.53,69.76,2,5,2,3,1,0,Yes,1
STU09298,8.21,80.44,80.09,1,2,3,2,5,1,Yes,0
STU09299,5.94,63.45,53.48,1,2,3,0,1,0,No,0
STU09300,7.66,76.03,71.6,0,0,1,0,2,0,No,0
STU09301,6.87,72.9,66.45,0,0,1,2,1,1,Yes,0
STU09302,5.92,54.49,48.18,1,2,2,2,2,0,Yes,0
STU09303,7.44,85.5,62.27,1,2,4,0,1,2,No,1
STU09304,6.92,61.48,69.11,1,1,3,3,1,0,Yes,1
STU09305,6.28,51.83,53.72,0,0,2,2,3,0,Yes,1
STU09306,7.05,73.8,63.81,0,0,0,4,2,0,Yes,0
STU09307,6.85,58.67,64.14,2,4,2,1,2,0,Yes,1
STU09308,6.82,65.79,53.43,0,0,3,3,2,0,Yes,1
STU09309,6.53,69.69,59.98,0,0,2,1,2,0,No,0
STU09310,5.5,38.76,42.9,0,0,3,1,2,0,No,0
STU09311,7.09,71.66,65.31,1,1,2,2,2,0,Yes,1
STU09312,6.08,61.82,58.38,1,3,3,1,2,0,No,0
STU09313,5.83,51.91,52.92,1,1,3,3,1,3,Yes,0
STU09314,6.72,57.81,59.31,1,3,3,2,4,0,No,0
STU09315,7.84,78.21,76.18,1,3,3,1,1,0,Yes,1
STU09316,7.21,66.15,52.82,0,0,1,2,1,0,No,0
STU09317,6.39,58.94,50.59,1,2,1,1,1,1,Yes,0
STU09318,6.34,56.15,55.81,1,2,4,3,3,0,Yes,0
STU09319,7.73,75.45,70.94,0,0,2,0,1,0,No,0
STU09320,4.24,48.18,35.0,0,0,2,1,4,0,Yes,0
STU09321,7.92,90.18,80.59,0,0,2,0,2,0,No,0
STU09322,4.84,48.29,51.16,0,0,3,3,5,0,No,0
STU09323,5.37,56.68,41.29,0,0,0,1,2,0,No,0
STU09324,6.41,68.24,61.02,2,6,1,0,3,0,No,1
STU09325,9.5,85.8,90.67,0,0,2,7,3,0,Yes,1
STU09326,8.93,89.46,78.95,2,6,6,4,2,0,Yes,1
STU09327,7.81,76.88,72.06,0,0,3,1,2,1,Yes,0
STU09328,7.41,65.17,81.88,0,0,2,5,1,0,Yes,1
STU09329,4.86,48.51,36.67,1,3,1,2,2,0,Yes,0
STU09330,7.18,64.33,63.98,0,0,4,0,2,3,Yes,0
STU09331,6.37,61.09,66.98,3,10,6,4,2,0,Yes,1
STU09332,6.06,45.02,47.94,1,1,1,1,1,0,Yes,0
STU09333,7.18,71.64,75.73,2,6,4,3,4,1,No,1
STU09334,6.46,49.98,50.27,0,0,1,0,1,0,No,0
STU09335,8.0,85.59,79.38,0,0,4,2,2,0,Yes,1
STU09336,4.77,43.8,49.68,2,5,3,2,2,0,No,0
STU09337,7.09,66.32,63.46,0,0,3,2,2,0,No,0
STU09338,5.99,60.36,51.2,0,0,0,2,1,2,Yes,0
STU09339,6.53,58.55,61.94,1,3,3,1,1,0,No,0
STU09340,7.35,73.88,64.81,0,0,0,1,1,0,No,0
STU09341,5.72,49.85,61.48,1,3,2,1,3,0,Yes,0
STU09342,7.19,73.83,74.01,3,12,3,7,1,0,Yes,1
STU09343,6.76,70.19,58.79,1,1,1,4,2,0,Yes,1
STU09344,6.24,61.54,52.11,0,0,2,2,1,0,No,0
STU09345,6.46,56.62,67.89,2,3,5,2,1,0,No,1
STU09346,6.82,72.33,59.94,2,4,1,0,2,0,No,0
STU09347,6.12,49.52,49.18,1,3,3,1,3,0,No,1
STU09348,7.01,63.52,71.85,2,5,5,1,1,0,No,1
STU09349,6.68,61.91,51.28,2,6,4,0,0,0,No,1
STU09350,6.3,63.52,53.77,1,2,1,2,1,1,Yes,1
STU09351,8.83,80.38,84.9,0,0,2,0,3,2,No,1
STU09352,7.48,80.42,67.85,0,0,1,0,1,0,Yes,1
STU09353,6.56,60.57,48.5,0,0,4,2,2,0,Yes,1
STU09354,7.17,67.86,67.87,0,0,1,1,1,0,No,1
STU09355,5.82,58.57,53.12,0,0,0,4,4,0,Yes,0
STU09356,6.5,55.22,52.96,0,0,2,4,1,1,No,0
STU09357,6.63,75.7,51.91,0,0,1,5,1,2,No,0
STU09358,5.57,48.86,54.46,1,2,0,1,3,0,Yes,0
STU09359,7.45,75.48,74.75,0,0,3,1,2,0,No,0
STU09360,6.42,68.16,53.73,3,9,5,1,4,0,Yes,0
STU09361,6.59,62.41,63.88,1,3,1,0,2,0,No,0
STU09362,6.35,64.97,56.29,2,3,6,1,1,0,Yes,1
STU09363,10.0,78.17,97.63,0,0,1,1,1,0,No,1
STU09364,6.24,53.83,57.47,0,0,3,2,2,0,No,0
STU09365,4.62,48.25,35.0,2,3,5,3,1,0,Yes,0
STU09366,5.16,54.05,40.61,1,3,2,0,2,0,No,0
STU09367,7.87,84.75,73.46,0,0,1,2,3,0,Yes,1
STU09368,8.54,89.92,84.72,2,3,3,1,2,0,No,1
STU09369,6.22,62.56,51.38,1,2,2,4,2,1,No,0
STU09370,8.47,88.3,75.69,2,4,2,0,4,0,Yes,1
STU09371,7.85,67.02,80.41,1,3,2,3,2,0,Yes,1
STU09372,6.78,72.99,67.34,1,1,4,1,1,0,No,1
STU09373,6.7,57.98,59.39,0,0,4,4,2,0,No,0
STU09374,7.21,72.96,69.33,0,0,0,3,3,2,No,0
STU09375,8.01,82.73,72.84,0,0,0,2,2,0,No,0
STU09376,7.46,75.05,68.63,0,0,0,1,2,0,No,0
STU09377,6.22,49.65,50.39,2,3,6,2,1,0,Yes,1
STU09378,6.8,53.06,65.04,0,0,3,1,1,2,No,0
STU09379,9.28,82.89,87.44,2,6,2,4,2,0,Yes,1
STU09380,7.29,77.32,67.38,3,8,3,5,3,0,Yes,1
STU09381,8.0,72.87,76.34,1,1,1,4,1,0,Yes,0
STU09382,7.62,71.74,62.22,1,3,0,1,2,0,No,0
STU09383,7.31,75.21,79.34,2,6,2,2,2,2,Yes,1
STU09384,7.13,63.7,54.35,1,3,1,1,2,0,Yes,1
STU09385,8.03,78.58,81.37,2,5,3,2,2,0,No,1
STU09386,7.83,80.08,76.82,1,2,3,0,2,0,Yes,1
STU09387,7.3,74.26,67.97,0,0,2,1,2,0,No,0
STU09388,6.2,49.75,52.99,1,1,0,2,1,0,Yes,0
STU09389,7.44,75.39,67.57,0,0,1,1,2,0,Yes,1
STU09390,6.92,68.95,67.47,1,1,2,2,3,0,No,1
STU09391,6.65,54.54,51.3,0,0,2,2,2,0,Yes,0
STU09392,10.0,91.18,88.86,1,3,2,1,1,0,Yes,1
STU09393,5.23,43.59,40.83,2,3,5,0,2,1,No,0
STU09394,8.1,83.16,76.86,0,0,2,0,1,0,No,0
STU09395,6.01,58.14,48.4,0,0,3,1,2,0,Yes,0
STU09396,7.15,69.15,66.21,1,1,2,4,2,0,Yes,1
STU09397,9.95,95.23,89.76,0,0,1,5,1,1,Yes,1
STU09398,5.89,57.47,49.51,0,0,0,3,2,0,No,0
STU09399,6.17,61.11,58.26,0,0,0,1,3,1,Yes,0
STU09400,6.98,69.93,70.78,0,0,2,2,1,0,Yes,1
STU09401,6.03,60.57,52.82,0,0,3,3,2,0,Yes,0
STU09402,8.02,84.0,82.78,1,1,2,1,1,0,Yes,1
STU09403,6.39,48.46,67.61,2,3,5,2,1,3,Yes,0
STU09404,7.75,74.01,67.29,1,1,2,0,1,0,Yes,1
STU09405,5.47,48.01,52.73,0,0,0,2,3,0,No,0
STU09406,4.92,46.09,52.89,0,0,1,2,3,2,Yes,0
STU09407,6.74,65.76,63.22,0,0,2,1,4,0,Yes,1
STU09408,5.2,42.87,56.13,1,2,1,0,1,1,No,0
STU09409,8.75,99.08,94.67,1,1,1,2,2,1,No,0
STU09410,5.24,47.32,42.91,0,0,2,4,1,0,Yes,0
STU09411,5.81,51.78,47.27,1,3,4,4,1,0,Yes,0
STU09412,7.48,71.01,75.22,0,0,2,1,2,2,Yes,1
STU09413,6.33,51.53,50.81,2,5,5,3,2,0,Yes,0
STU09414,5.25,47.22,61.25,0,0,2,1,2,0,Yes,0
STU09415,9.35,89.22,90.79,2,6,3,1,3,0,No,1
STU09416,5.85,51.75,49.55,0,0,2,2,5,0,No,0
STU09417,6.77,74.16,52.77,0,0,1,1,2,0,Yes,1
STU09418,6.76,63.22,62.49,0,0,2,3,2,0,No,1
STU09419,7.82,78.95,69.36,0,0,3,2,1,0,No,1
STU09420,7.53,80.75,77.42,1,2,2,4,2,0,Yes,1
STU09421,6.05,53.17,36.18,1,1,2,1,2,0,No,1
STU09422,6.63,65.13,67.2,1,3,2,4,1,2,Yes,0
STU09423,6.74,55.98,58.11,0,0,1,2,2,0,No,1
STU09424,7.86,72.35,66.82,0,0,1,1,2,0,Yes,1
STU09425,5.66,51.29,47.46,1,3,4,1,2,0,Yes,1
STU09426,9.32,87.62,86.11,3,7,5,3,1,2,Yes,1
STU09427,6.13,50.29,51.76,1,1,4,3,2,0,Yes,1
STU09428,6.99,68.4,72.95,2,6,5,2,3,0,Yes,1
STU09429,5.67,51.87,49.9,3,8,2,0,2,1,No,0
STU09430,5.51,45.26,51.3,0,0,4,0,0,0,No,0
STU09431,5.99,50.54,49.16,2,4,3,2,2,0,Yes,1
STU09432,5.88,53.91,52.17,1,1,5,1,1,2,Yes,1
STU09433,6.52,54.24,49.52,0,0,2,1,3,0,Yes,0
STU09434,5.87,48.91,51.08,1,3,1,1,1,0,Yes,0
STU09435,7.8,82.49,71.73,1,1,1,0,2,0,No,0
STU09436,6.1,54.68,59.75,0,0,4,1,2,0,No,1
STU09437,5.97,50.61,50.93,0,0,3,1,2,0,No,0
STU09438,6.55,55.32,61.71,1,2,1,2,1,1,Yes,0
STU09439,8.14,76.69,81.34,0,0,3,1,5,0,No,1
STU09440,7.25,70.91,79.54,3,7,4,0,1,0,No,0
STU09441,6.89,78.12,53.6,2,5,6,3,0,1,Yes,1
STU09442,5.35,51.9,44.82,1,1,6,0,1,0,No,0
STU09443,5.69,42.79,42.03,1,1,4,2,2,0,No,0
STU09444,5.53,53.92,35.0,2,3,4,2,2,0,Yes,0
STU09445,8.5,81.12,76.52,0,0,2,2,2,0,No,1
